,date,headline,link,time,content,time_adj,headline_text,lemma_headline,pos_headline,label_headline,cleaned
0,2011-12-30,Amazon.com Announces “Best of 2011” Lists,/news-releases/news-release-details/amazoncom-announces-best-2011-lists,9:00 AM,,9.0,amazon com announces  best of    lists,"['amazon', 'com', 'announce', ' ', 'good', 'of', '   ', 'list']","['PROPN', 'PROPN', 'VERB', 'SPACE', 'ADJ', 'ADP', 'SPACE', 'NOUN']",['ORG'],"['amazon', 'com', 'announce', 'good', 'list']"
1,2011-12-29,2011 is the Best Holiday Ever for Kindle,/news-releases/news-release-details/2011-best-holiday-ever-kindle,9:00 AM,,9.0,  is the best holiday ever for kindle,"['  ', 'be', 'the', 'good', 'holiday', 'ever', 'for', 'kindle']","['SPACE', 'AUX', 'DET', 'ADJ', 'NOUN', 'ADV', 'ADP', 'NOUN']",[],"['good', 'holiday', 'kindle']"
2,2011-12-22,It’s the Most Digital Time of the Year: Amazon Announces Best of Digital Store,/news-releases/news-release-details/its-most-digital-time-year-amazon-announces-best-digital-store,9:01 AM,,9.0,it’s the most digital time of the year  amazon announces best of digital store,"['-PRON-', '’', 'the', 'most', 'digital', 'time', 'of', 'the', 'year', ' ', 'amazon', 'announce', 'well', 'of', 'digital', 'store']","['PRON', 'VERB', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'PROPN', 'VERB', 'ADV', 'ADP', 'ADJ', 'NOUN']","['DATE', 'ORG']","['’', 'digital', 'time', 'year', 'amazon', 'announce', 'digital', 'store']"
3,2011-12-22,"Governor McDonnell, Amazon.com Announce Company’s Plans to Open Two Fulfillment Centers in Virginia, Creating More than 1,350 New Jobs",/news-releases/news-release-details/governor-mcdonnell-amazoncom-announce-companys-plans-open-two,8:30 AM,,9.0,governor mcdonnell  amazon com announce company’s plans to open two fulfillment centers in virginia  creating more than     new jobs,"['governor', 'mcdonnell', ' ', 'amazon', 'com', 'announce', 'company', '’s', 'plan', 'to', 'open', 'two', 'fulfillment', 'center', 'in', 'virginia', ' ', 'create', 'more', 'than', '    ', 'new', 'job']","['PROPN', 'PROPN', 'SPACE', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PART', 'VERB', 'PART', 'VERB', 'NUM', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'VERB', 'ADV', 'SCONJ', 'SPACE', 'ADJ', 'NOUN']","['ORG', 'ORG', 'CARDINAL', 'GPE']","['governor', 'mcdonnell', 'amazon', 'com', 'announce', 'company', 'plan', 'open', 'fulfillment', 'center', 'virginia', 'create', 'new', 'job']"
4,2011-12-22,"Governor Haslam and Amazon Announce Amazon Will Build Two New Fulfillment Centers in Tennessee, Creating Over 1,300 Jobs",/news-releases/news-release-details/governor-haslam-and-amazon-announce-amazon-will-build-two-new,8:30 AM,,9.0,governor haslam and amazon announce amazon will build two new fulfillment centers in tennessee  creating over     jobs,"['governor', 'haslam', 'and', 'amazon', 'announce', 'amazon', 'will', 'build', 'two', 'new', 'fulfillment', 'center', 'in', 'tennessee', ' ', 'create', 'over', '    ', 'job']","['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'VERB', 'NUM', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'VERB', 'ADP', 'SPACE', 'NOUN']","['ORG', 'ORG', 'PERSON', 'CARDINAL', 'GPE']","['governor', 'haslam', 'amazon', 'announce', 'amazon', 'will', 'build', 'new', 'fulfillment', 'center', 'tennessee', 'create', 'job']"
5,2011-12-21,"Amazon's LOVEFiLM Expands UK Content with Sony Pictures Television 
 Deal",/news-releases/news-release-details/amazons-lovefilm-expands-uk-content-sony-pictures-television,9:03 AM,,9.0,"amazon s lovefilm expands uk content with sony pictures television 
 deal","['amazon', 's', 'lovefilm', 'expand', 'uk', 'content', 'with', 'sony', 'pictures', 'television', '\n ', 'deal']","['PROPN', 'PART', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'NOUN', 'SPACE', 'NOUN']","['ORG', 'GPE', 'ORG']","['amazon', 'lovefilm', 'expand', 'uk', 'content', 'sony', 'pictures', 'television', 'deal']"
6,2011-12-20,"The Hottest Holiday Gift Just got Hotter: Free Two-Day Shipping on 
 All Kindles - Including Kindle Fire - in Time for Christmas",/news-releases/news-release-details/hottest-holiday-gift-just-got-hotter-free-two-day-shipping-all,9:16 AM,,9.0,"the hottest holiday gift just got hotter  free two day shipping on 
 all kindles   including kindle fire   in time for christmas","['the', 'hot', 'holiday', 'gift', 'just', 'get', 'hot', ' ', 'free', 'two', 'day', 'shipping', 'on', '\n ', 'all', 'kindle', '  ', 'include', 'kindle', 'fire', '  ', 'in', 'time', 'for', 'christmas']","['DET', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'VERB', 'ADJ', 'SPACE', 'ADJ', 'NUM', 'NOUN', 'NOUN', 'ADP', 'SPACE', 'DET', 'NOUN', 'SPACE', 'VERB', 'NOUN', 'NOUN', 'SPACE', 'ADP', 'NOUN', 'ADP', 'PROPN']","['DATE', 'DATE']","['hot', 'holiday', 'gift', 'get', 'hot', 'free', 'day', 'shipping', 'kindle', 'include', 'kindle', 'fire', 'time', 'christmas']"
7,2011-12-15,Customers Purchasing Kindles at Rate of More Than 1 Million Per Week for Third Straight Week,/news-releases/news-release-details/customers-purchasing-kindles-rate-more-1-million-week-third,11:45 AM,,9.0,customers purchasing kindles at rate of more than   million per week for third straight week,"['customer', 'purchase', 'kindle', 'at', 'rate', 'of', 'more', 'than', '  ', 'million', 'per', 'week', 'for', 'third', 'straight', 'week']","['NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'SCONJ', 'SPACE', 'NUM', 'ADP', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN']","['MONEY', 'DATE']","['customer', 'purchase', 'kindle', 'rate', 'more', 'week', 'third', 'straight', 'week']"
8,2011-12-14,Amazon Web Services Launches Brazil Datacenters for Its Cloud Computing Platform,/news-releases/news-release-details/amazon-web-services-launches-brazil-datacenters-its-cloud,10:52 PM,,9.0,amazon web services launches brazil datacenters for its cloud computing platform,"['amazon', 'web', 'services', 'launch', 'brazil', 'datacenter', 'for', '-PRON-', 'cloud', 'computing', 'platform']","['PROPN', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN']","['ORG', 'GPE']","['amazon', 'web', 'services', 'launch', 'brazil', 'datacenter', 'cloud', 'computing', 'platform']"
9,2011-12-13,Amazon Extends Free Super Saver Shipping Order Cutoff,/news-releases/news-release-details/amazon-extends-free-super-saver-shipping-order-cutoff,9:00 AM,,9.0,amazon extends free super saver shipping order cutoff,"['amazon', 'extend', 'free', 'super', 'saver', 'ship', 'order', 'cutoff']","['PROPN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN']",['ORG'],"['amazon', 'extend', 'free', 'super', 'saver', 'ship', 'order', 'cutoff']"
10,2011-12-12,Amazon.com Announces Best-Selling Books of 2011,/news-releases/news-release-details/amazoncom-announces-best-selling-books-2011,9:00 AM,,9.0,amazon com announces best selling books of  ,"['amazon', 'com', 'announce', 'good', 'selling', 'book', 'of', ' ']","['PROPN', 'PROPN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'SPACE']",['ORG'],"['amazon', 'com', 'announce', 'good', 'selling', 'book']"
11,2011-12-09,Amazon Adds Glee and Sons of Anarchy to Prime Instant Video,/news-releases/news-release-details/amazon-adds-glee-and-sons-anarchy-prime-instant-video,9:02 AM,,9.0,amazon adds glee and sons of anarchy to prime instant video,"['amazon', 'add', 'glee', 'and', 'son', 'of', 'anarchy', 'to', 'prime', 'instant', 'video']","['PROPN', 'VERB', 'PROPN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN']",['ORG'],"['amazon', 'add', 'glee', 'son', 'anarchy', 'prime', 'instant', 'video']"
12,2011-12-08,"Introducing ""KDP Select"" – A $6 Million Fund for Kindle Direct Publishing Authors and Publishers",/news-releases/news-release-details/introducing-kdp-select-6-million-fund-kindle-direct-publishing-0,9:00 AM,,9.0,introducing  kdp select  – a    million fund for kindle direct publishing authors and publishers,"['introduce', ' ', 'kdp', 'select', ' ', '–', 'a', '   ', 'million', 'fund', 'for', 'kindle', 'direct', 'publishing', 'author', 'and', 'publisher']","['VERB', 'SPACE', 'PROPN', 'ADJ', 'SPACE', 'PUNCT', 'DET', 'SPACE', 'NUM', 'NOUN', 'ADP', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'NOUN']",['CARDINAL'],"['introduce', 'kdp', 'select', 'fund', 'kindle', 'direct', 'publishing', 'author', 'publisher']"
13,2011-12-08,Introducing FREE Amazon Student App for Android,/news-releases/news-release-details/introducing-free-amazon-student-app-android,9:00 AM,,9.0,introducing free amazon student app for android,"['introduce', 'free', 'amazon', 'student', 'app', 'for', 'android']","['VERB', 'ADJ', 'PROPN', 'NOUN', 'NOUN', 'ADP', 'NOUN']","['ORG', 'ORG']","['introduce', 'free', 'amazon', 'student', 'app', 'android']"
14,2011-12-07,Amazon.com Announces Best Music of 2011,/news-releases/news-release-details/amazoncom-announces-best-music-2011,9:01 AM,,9.0,amazon com announces best music of  ,"['amazon', 'com', 'announce', 'good', 'music', 'of', ' ']","['PROPN', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'SPACE']",['ORG'],"['amazon', 'com', 'announce', 'good', 'music']"
15,2011-12-06,Amazon Publishing to Acquire Marshall Cavendish US Children’s Books Titles,/news-releases/news-release-details/amazon-publishing-acquire-marshall-cavendish-us-childrens-0,4:15 PM,,9.0,amazon publishing to acquire marshall cavendish us children’s books titles,"['amazon', 'publish', 'to', 'acquire', 'marshall', 'cavendish', 'us', 'child', '’s', 'book', 'title']","['PROPN', 'VERB', 'PART', 'VERB', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'PART', 'NOUN', 'NOUN']","['ORG', 'ORG']","['amazon', 'publish', 'acquire', 'marshall', 'cavendish', 'us', 'child', 'book', 'title']"
16,2011-12-06,Amazon.com and Penguin Group (USA) Announce Fifth Annual Amazon Breakthrough Novel Award Contest,/news-releases/news-release-details/amazoncom-and-penguin-group-usa-announce-fifth-annual-amazon,9:38 AM,,9.0,amazon com and penguin group  usa  announce fifth annual amazon breakthrough novel award contest,"['amazon', 'com', 'and', 'penguin', 'group', ' ', 'usa', ' ', 'announce', 'fifth', 'annual', 'amazon', 'breakthrough', 'novel', 'award', 'contest']","['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'SPACE', 'PROPN', 'SPACE', 'VERB', 'ADJ', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']","['ORG', 'ORG', 'ORDINAL', 'DATE', 'ORG']","['amazon', 'com', 'penguin', 'group', 'usa', 'announce', 'fifth', 'annual', 'amazon', 'breakthrough', 'novel', 'award', 'contest']"
17,2011-12-06,Amazon’s LOVEFiLM Now on Xbox LIVE,/news-releases/news-release-details/amazons-lovefilm-now-xbox-live-0,9:02 AM,,9.0,amazon’s lovefilm now on xbox live,"['amazon', '’s', 'lovefilm', 'now', 'on', 'xbox', 'live']","['PROPN', 'PART', 'PROPN', 'ADV', 'ADP', 'PROPN', 'PROPN']","['ORG', 'GPE']","['amazon', 'lovefilm', 'xbox', 'live']"
18,2011-12-06,Is That Deal Really A Deal? Use the Price Check by Amazon App to Make Sure,/news-releases/news-release-details/deal-really-deal-use-price-check-amazon-app-make-sure,9:01 AM,,9.0,is that deal really a deal  use the price check by amazon app to make sure,"['be', 'that', 'deal', 'really', 'a', 'deal', ' ', 'use', 'the', 'price', 'check', 'by', 'amazon', 'app', 'to', 'make', 'sure']","['AUX', 'DET', 'NOUN', 'ADV', 'DET', 'NOUN', 'SPACE', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PART', 'VERB', 'ADJ']",['ORG'],"['deal', 'deal', 'use', 'price', 'check', 'amazon', 'app', 'make', 'sure']"
19,2011-12-02,Customers Find a Flurry of Holiday Deals on Amazon,/news-releases/news-release-details/customers-find-flurry-holiday-deals-amazon,9:02 AM,,9.0,customers find a flurry of holiday deals on amazon,"['customer', 'find', 'a', 'flurry', 'of', 'holiday', 'deal', 'on', 'amazon']","['NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'PROPN']",['ORG'],"['customer', 'find', 'flurry', 'holiday', 'deal', 'amazon']"
20,2011-12-01,Kindle Direct Publishing Now Available for the Amazon.es Kindle Store,/news-releases/news-release-details/kindle-direct-publishing-now-available-amazones-kindle-store,6:06 AM,,9.0,kindle direct publishing now available for the amazon es kindle store,"['kindle', 'direct', 'publishing', 'now', 'available', 'for', 'the', 'amazon', 'es', 'kindle', 'store']","['PROPN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PROPN']",['ORG'],"['kindle', 'direct', 'publishing', 'available', 'amazon', 'es', 'kindle', 'store']"
21,2011-12-01,Kindle Direct Publishing Now Available for the Amazon.it Kindle Store,/news-releases/news-release-details/kindle-direct-publishing-now-available-amazonit-kindle-store,6:06 AM,,9.0,kindle direct publishing now available for the amazon it kindle store,"['kindle', 'direct', 'publishing', 'now', 'available', 'for', 'the', 'amazon', '-PRON-', 'kindle', 'store']","['PROPN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'ADP', 'DET', 'PROPN', 'PRON', 'ADV', 'NOUN']",['ORG'],"['kindle', 'direct', 'publishing', 'available', 'amazon', 'store']"
22,2011-12-01,Amazon.es Launches Spanish Kindle Store and First Spanish-Language  Kindle,/news-releases/news-release-details/amazones-launches-spanish-kindle-store-and-first-spanish,6:06 AM,,9.0,amazon es launches spanish kindle store and first spanish language  kindle,"['amazon', 'es', 'launches', 'spanish', 'kindle', 'store', 'and', 'first', 'spanish', 'language', ' ', 'kindle']","['PROPN', 'PROPN', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'SPACE', 'NOUN']","['ORG', 'NORP', 'ORDINAL', 'LANGUAGE']","['amazon', 'es', 'launches', 'spanish', 'kindle', 'store', 'first', 'spanish', 'language', 'kindle']"
23,2011-12-01,Amazon.it Launches Italian Kindle Store and First Italian-Language  Kindle,/news-releases/news-release-details/amazonit-launches-italian-kindle-store-and-first-italian,6:06 AM,,9.0,amazon it launches italian kindle store and first italian language  kindle,"['amazon', '-PRON-', 'launch', 'italian', 'kindle', 'store', 'and', 'first', 'italian', 'language', ' ', 'kindle']","['PROPN', 'PRON', 'VERB', 'ADJ', 'NOUN', 'PROPN', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'SPACE', 'NOUN']","['ORG', 'NORP', 'ORDINAL', 'NORP']","['amazon', 'launch', 'italian', 'kindle', 'store', 'first', 'italian', 'language', 'kindle']"
24,2011-11-30,Amazon Santa App for Kindle Fire and iPad Now Available,/news-releases/news-release-details/amazon-santa-app-kindle-fire-and-ipad-now-available,4:33 PM,,9.0,amazon santa app for kindle fire and ipad now available,"['amazon', 'santa', 'app', 'for', 'kindle', 'fire', 'and', 'ipad', 'now', 'available']","['PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADV', 'ADJ']",['PERSON'],"['amazon', 'santa', 'app', 'kindle', 'fire', 'ipad', 'available']"
25,2011-11-30,Amazon Testifies in Support of Federal Online Sales Tax Legislation Before the House Judiciary Committee,/news-releases/news-release-details/amazon-testifies-support-federal-online-sales-tax-legislation,9:45 AM,,9.0,amazon testifies in support of federal online sales tax legislation before the house judiciary committee,"['amazon', 'testify', 'in', 'support', 'of', 'federal', 'online', 'sale', 'tax', 'legislation', 'before', 'the', 'house', 'judiciary', 'committee']","['PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG']","['amazon', 'testify', 'support', 'federal', 'online', 'sale', 'tax', 'legislation', 'house', 'judiciary', 'committee']"
26,2011-11-28,"Best Black Friday Ever for Kindle Family: Kindle Sales Increase 4X 
 Over Last Year",/news-releases/news-release-details/best-black-friday-ever-kindle-family-kindle-sales-increase-4x,6:02 AM,,9.0,"best black friday ever for kindle family  kindle sales increase   
 over last year","['good', 'black', 'friday', 'ever', 'for', 'kindle', 'family', ' ', 'kindle', 'sale', 'increase', '  \n ', 'over', 'last', 'year']","['ADJ', 'ADJ', 'PROPN', 'ADV', 'ADP', 'PROPN', 'NOUN', 'SPACE', 'NOUN', 'NOUN', 'VERB', 'SPACE', 'ADP', 'ADJ', 'NOUN']","['DATE', 'DATE']","['good', 'black', 'friday', 'kindle', 'family', 'kindle', 'sale', 'increase', 'last', 'year']"
27,2011-11-25,"Cyber Monday: The Season's Best Deals - No Fighting for Parking. No 
 Waiting in Line. Just Lean Back, Put Your Feet up and Shop.",/news-releases/news-release-details/cyber-monday-seasons-best-deals-no-fighting-parking-no-waiting,9:01 AM,,9.0,"cyber monday  the season s best deals   no fighting for parking  no 
 waiting in line  just lean back  put your feet up and shop ","['cyber', 'monday', ' ', 'the', 'season', 's', 'good', 'deal', '  ', 'no', 'fighting', 'for', 'parking', ' ', 'no', '\n ', 'wait', 'in', 'line', ' ', 'just', 'lean', 'back', ' ', 'put', '-PRON-', 'foot', 'up', 'and', 'shop']","['PROPN', 'PROPN', 'SPACE', 'DET', 'NOUN', 'PART', 'ADJ', 'NOUN', 'SPACE', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'DET', 'SPACE', 'VERB', 'ADP', 'NOUN', 'SPACE', 'ADV', 'VERB', 'ADP', 'SPACE', 'VERB', 'DET', 'NOUN', 'ADV', 'CCONJ', 'VERB']",['DATE'],"['cyber', 'monday', 'season', 'good', 'deal', 'fighting', 'parking', 'wait', 'line', 'lean', 'put', 'foot', 'shop']"
28,2011-11-23,"Amazon Fulfillment Center in Coffeyville, Kansas Hiring Thousands of Temporary Positions for the 2011 Holiday Season",/news-releases/news-release-details/amazon-fulfillment-center-coffeyville-kansas-hiring-thousands,9:01 AM,,9.0,amazon fulfillment center in coffeyville  kansas hiring thousands of temporary positions for the   holiday season,"['amazon', 'fulfillment', 'center', 'in', 'coffeyville', ' ', 'kansas', 'hire', 'thousand', 'of', 'temporary', 'position', 'for', 'the', '  ', 'holiday', 'season']","['PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'SPACE', 'PROPN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'SPACE', 'NOUN', 'NOUN']","['ORG', 'GPE', 'GPE', 'CARDINAL', 'DATE']","['amazon', 'fulfillment', 'center', 'coffeyville', 'kansas', 'hire', 'thousand', 'temporary', 'position', 'holiday', 'season']"
29,2011-11-23,Amazon Fulfillment Centers in Nevada Hiring Thousands of Temporary Positions for the 2011 Holiday Season,/news-releases/news-release-details/amazon-fulfillment-centers-nevada-hiring-thousands-temporary,9:01 AM,,9.0,amazon fulfillment centers in nevada hiring thousands of temporary positions for the   holiday season,"['amazon', 'fulfillment', 'center', 'in', 'nevada', 'hire', 'thousand', 'of', 'temporary', 'position', 'for', 'the', '  ', 'holiday', 'season']","['PROPN', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'SPACE', 'NOUN', 'NOUN']","['ORG', 'GPE', 'CARDINAL', 'DATE']","['amazon', 'fulfillment', 'center', 'nevada', 'hire', 'thousand', 'temporary', 'position', 'holiday', 'season']"
30,2011-11-23,Amazon Fulfillment Centers in Kentucky Hiring Thousands of Temporary Positions for the 2011 Holiday Season,/news-releases/news-release-details/amazon-fulfillment-centers-kentucky-hiring-thousands-temporary,9:01 AM,,9.0,amazon fulfillment centers in kentucky hiring thousands of temporary positions for the   holiday season,"['amazon', 'fulfillment', 'center', 'in', 'kentucky', 'hire', 'thousand', 'of', 'temporary', 'position', 'for', 'the', '  ', 'holiday', 'season']","['PROPN', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'SPACE', 'NOUN', 'NOUN']","['ORG', 'GPE', 'CARDINAL', 'DATE']","['amazon', 'fulfillment', 'center', 'kentucky', 'hire', 'thousand', 'temporary', 'position', 'holiday', 'season']"
31,2011-11-23,Amazon Fulfillment Centers in Indiana Hiring Thousands of Temporary Positions for the 2011 Holiday Season,/news-releases/news-release-details/amazon-fulfillment-centers-indiana-hiring-thousands-temporary,9:01 AM,,9.0,amazon fulfillment centers in indiana hiring thousands of temporary positions for the   holiday season,"['amazon', 'fulfillment', 'center', 'in', 'indiana', 'hire', 'thousand', 'of', 'temporary', 'position', 'for', 'the', '  ', 'holiday', 'season']","['PROPN', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'SPACE', 'NOUN', 'NOUN']","['ORG', 'GPE', 'CARDINAL', 'DATE']","['amazon', 'fulfillment', 'center', 'indiana', 'hire', 'thousand', 'temporary', 'position', 'holiday', 'season']"
32,2011-11-21,Amazon Unwraps Hundreds of Black Friday Deals,/news-releases/news-release-details/amazon-unwraps-hundreds-black-friday-deals,9:01 AM,,9.0,amazon unwraps hundreds of black friday deals,"['amazon', 'unwrap', 'hundred', 'of', 'black', 'friday', 'deal']","['PROPN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'NOUN']","['ORG', 'DATE']","['amazon', 'unwrap', 'hundred', 'black', 'friday', 'deal']"
33,2011-11-17,Amazon Unveils Best Movies and TV Shows of the Year,/news-releases/news-release-details/amazon-unveils-best-movies-and-tv-shows-year,9:01 AM,,9.0,amazon unveils best movies and tv shows of the year,"['amazon', 'unveil', 'good', 'movie', 'and', 'tv', 'show', 'of', 'the', 'year']","['PROPN', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN']","['ORG', 'DATE']","['amazon', 'unveil', 'good', 'movie', 'tv', 'show', 'year']"
34,2011-11-17,"Warner Bros. and Amazon's LOVEFiLM Seal Major Multi-Year, 
 Multi-Layered UK Movie Partnership",/news-releases/news-release-details/warner-bros-and-amazons-lovefilm-seal-major-multi-year-multi,4:21 AM,,9.0,"warner bros  and amazon s lovefilm seal major multi year  
 multi layered uk movie partnership","['warner', 'bros', ' ', 'and', 'amazon', 's', 'lovefilm', 'seal', 'major', 'multi', 'year', ' \n ', 'multi', 'layered', 'uk', 'movie', 'partnership']","['PROPN', 'PROPN', 'SPACE', 'CCONJ', 'PROPN', 'PART', 'PROPN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'SPACE', 'PROPN', 'ADJ', 'PROPN', 'PROPN', 'NOUN']","['ORG', 'PRODUCT', 'DATE', 'ORG', 'GPE']","['warner', 'bros', 'amazon', 'lovefilm', 'seal', 'major', 'multi', 'year', 'multi', 'layered', 'uk', 'movie', 'partnership']"
35,2011-11-15,Price Check by Amazon App Expands to Android Platform,/news-releases/news-release-details/price-check-amazon-app-expands-android-platform,9:02 AM,,9.0,price check by amazon app expands to android platform,"['price', 'check', 'by', 'amazon', 'app', 'expand', 'to', 'android', 'platform']","['NOUN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'PART', 'VERB', 'NOUN']","['ORG', 'ORG']","['price', 'check', 'amazon', 'app', 'expand', 'android', 'platform']"
36,2011-11-14,"Kindle Fire Ships Today, One Day Early",/news-releases/news-release-details/kindle-fire-ships-today-one-day-early,9:15 AM,,9.0,kindle fire ships today  one day early,"['kindle', 'fire', 'ship', 'today', ' ', 'one', 'day', 'early']","['PROPN', 'PROPN', 'NOUN', 'NOUN', 'SPACE', 'NUM', 'NOUN', 'ADV']",['DATE'],"['kindle', 'fire', 'ship', 'today', 'day']"
37,2011-11-14,"Kindle Touch and Kindle Touch 3G Ship Tomorrow, Six Days Early",/news-releases/news-release-details/kindle-touch-and-kindle-touch-3g-ship-tomorrow-six-days-early,9:15 AM,,9.0,kindle touch and kindle touch   ship tomorrow  six days early,"['kindle', 'touch', 'and', 'kindle', 'touch', '  ', 'ship', 'tomorrow', ' ', 'six', 'day', 'early']","['PROPN', 'PROPN', 'CCONJ', 'NOUN', 'NOUN', 'SPACE', 'NOUN', 'NOUN', 'SPACE', 'NUM', 'NOUN', 'ADV']","['DATE', 'DATE']","['kindle', 'touch', 'kindle', 'touch', 'ship', 'tomorrow', 'day']"
38,2011-11-14,"Amazon to U.S. Veterans - ""We Want You!""",/news-releases/news-release-details/amazon-us-veterans-we-want-you,9:01 AM,,9.0,amazon to u s  veterans    we want you  ,"['amazon', 'to', 'u', 's', ' ', 'veteran', '   ', '-PRON-', 'want', '-PRON-', ' ']","['PROPN', 'ADP', 'PROPN', 'PROPN', 'SPACE', 'NOUN', 'SPACE', 'PRON', 'VERB', 'PRON', 'SPACE']",['ORG'],"['amazon', 'u', 's', 'veteran', 'want']"
39,2011-11-11,Kindle Fire Newsstand to Offer Over 400 Full-Color Magazines and Newspapers,/news-releases/news-release-details/kindle-fire-newsstand-offer-over-400-full-color-magazines-and,1:46 PM,,9.0,kindle fire newsstand to offer over   full color magazines and newspapers,"['kindle', 'fire', 'newsstand', 'to', 'offer', 'over', '  ', 'full', 'color', 'magazine', 'and', 'newspaper']","['PROPN', 'PROPN', 'PROPN', 'PART', 'VERB', 'ADP', 'SPACE', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'NOUN']",[],"['kindle', 'fire', 'newsstand', 'offer', 'full', 'color', 'magazine', 'newspaper']"
40,2011-11-11,"Fantasy Shopper Takes Home Global Grand Prize at Amazon Web Services Start-Up Challenge, Receives $100,000 in Cash and AWS Service Credits",/news-releases/news-release-details/fantasy-shopper-takes-home-global-grand-prize-amazon-web,12:38 AM,,9.0,fantasy shopper takes home global grand prize at amazon web services start up challenge  receives      in cash and aws service credits,"['fantasy', 'shopper', 'take', 'home', 'global', 'grand', 'prize', 'at', 'amazon', 'web', 'service', 'start', 'up', 'challenge', ' ', 'receive', '     ', 'in', 'cash', 'and', 'aws', 'service', 'credit']","['PROPN', 'NOUN', 'VERB', 'ADV', 'ADJ', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'SPACE', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'NOUN']",['ORG'],"['fantasy', 'shopper', 'take', 'global', 'grand', 'prize', 'amazon', 'web', 'service', 'start', 'challenge', 'receive', 'cash', 'aws', 'service', 'credit']"
